video_id,dataset_caption_len_words,reference_caption_len_words,bleu_4,meteor,rouge_l_f,reference_caption,error
2ee2ee8f11fdc4e2fa4473f40fbabb2b,139,135,0.1419,0.4423,0.3571,"The video takes place in a podcast studio, where a young woman with braided hair pulled up is seated in front of a large microphone, wearing over-ear headphones and a dark green graphic t-shirt. Behind her is a banner reading ""BOSS TALK 101 — It's A Unique Hustle"" along with the words ""CAST"" and ""About It!"" visible in stylized text. A monitor displaying another person is mounted on the wall to her left. On-screen logos read ""BOSS TALK 101"" in the lower right corner, and a circular podcast logo a",
6d348f59ef8394dd491795c2b40bc3f6,114,134,0.1615,0.4187,0.3502,"The video takes place in a professional podcast or radio recording studio, identifiable by the acoustic foam paneling covering the wall in the background. A single man with a shaved head, dark beard, and tattoos on his arm sits in front of a condenser microphone mounted on a shock mount and boom arm, wearing over-ear headphones and a white t-shirt bearing the text ""Stay Authentic"" and ""MIND PUMP."" Throughout the clip, the man's expression shifts from a slight, relaxed smirk to a broader, more op",
74f48127364950eb5ec687664ac68513,123,133,0.1138,0.3578,0.2375,"The video takes place in what appears to be a podcast recording studio decorated with numerous framed photographs covering the walls, along with clothing items and merchandise visible in the background. A single man is seated at a microphone, wearing a white dress shirt, tan suspenders, and a red patterned bow tie. He has a distinctive tall, swept-up gray hairstyle and is wearing over-ear headphones and thin-framed glasses. He appears to be speaking animatedly into the large condenser microphone",
f7a6d4b5be891f73cede43bc969f2bee,132,123,0.0898,0.3734,0.2814,"The video shows a single man seated indoors against a backdrop featuring a decorative wooden panel or wall art with geometric and tribal-style patterns, alongside a light neutral-colored wall. He is wearing a dark navy button-up shirt and rectangular-framed glasses, with short dark hair. Throughout the clip, he appears to be speaking directly to the camera, as if recording a tutorial or commentary video. His expression and mouth position change subtly across the frames, indicating continuous spe",
0ccffc292d99955b860199ebf8138a6b,140,140,0.0342,0.3547,0.2630,"The video shows a man seated at a podcast recording setup, speaking into a large condenser microphone positioned in front of him. He wears a white dress shirt, a red patterned bow tie, tan suspenders, and wire-rimmed glasses, and has over-ear headphones resting around his neck. His most striking feature is a tall, dramatic gray-and-black sculptural hairstyle that rises well above his head. Behind him, the wall is densely covered with framed photographs and artwork, and a white mannequin torso is",
634d0fb7679f325805d53332cb24f536,127,130,0.1426,0.4318,0.3158,"The video shows a man sitting at a podcast recording setup, speaking into a large condenser microphone while wearing headphones over his ears. He has a dramatically tall, silver-gray hairstyle that extends well above his head, and he is dressed in a white button-down shirt with tan suspenders and a red patterned bow tie. He also wears thin-framed glasses. The background wall is densely covered with framed photographs and memorabilia, with what appears to be yellow-and-black signage partially vis",
d02c279a049b19bf0eb7c496073dc869,126,126,0.2295,0.4811,0.3609,"This video shows a series of lecture slides from a course on ""CRYOGENIC ENGINEERING"" presented by Prof. M D Atrey of the Department of Mechanical Engineering, IIT Bombay. The slides are titled ""Tutorial – 2"" and focus on calculating ""Work/unit mass of gas liquefied."" Each slide features a thermodynamic T-S diagram with labeled curves including ""T=const,"" ""h=const,"" and ""p=const,"" with numbered state points. As the video progresses, additional results are progressively revealed on the slides. Fir",
6e0dc9c33f2b7e47e266a7074fe3952c,140,141,0.1999,0.4327,0.3322,"The video takes place in a podcast studio set against a branded backdrop reading ""BOSS TALK 101"" and ""It's A Unique Hustle,"" along with the phrases ""PODCAST,"" ""lk About It!,"" and ""th U..."" A woman with dark braided hair styled up in a bun sits at a recording desk wearing a dark green graphic t-shirt and over-ear headphones. She speaks into a black condenser microphone mounted on an adjustable arm stand, with a dark tumbler cup visible nearby on the desk. A framed artwork or monitor displaying ha",
de79b86123d88b4182fda2253d33e01f,129,130,0.2305,0.4809,0.4045,"The video shows a news broadcast from Plus TV Africa's ""PLUS POLITICS"" program, set against a vivid red and purple studio backdrop. A male news anchor wearing a dark suit with a pocket square sits at the desk on the left side of the screen. On the right side of the screen, an on-screen graphic reads ""ON THE PHONE"" above a thumbnail image of a guest identified as ""OLUSOLA OYEKANMI, POLITICAL ANALYST"" located in ""LAGOS."" The lower third displays the headline ""NIGERIA NEEDS ME – BOLA TINUBU"" in bol",
897098765cbaaaddc5ff9a32106c2458,131,135,0.0347,0.4204,0.3669,"The video shows a man seated at a podcast microphone in what appears to be a hair salon or fashion studio. He has a dramatic tall gray-and-white mohawk hairstyle, wears wire-rimmed glasses, a white dress shirt, a floral bow tie, and gold suspenders, with over-ear headphones on. He speaks animatedly into a large black condenser microphone mounted on a stand. In the background, a person in a bright green outfit and a pink head covering is visible, along with wall posters — one reading ""UNIQUE"" in ",
02d19c87e5708eac24d44e3036d23a26,126,137,0.1261,0.3630,0.2996,"The video shows a middle-aged man with a salt-and-pepper beard delivering a speech at what appears to be a formal event or rally. He is dressed in a white short-sleeved button-up shirt and wears a gold bracelet on his wrist. He holds a handheld microphone in his right hand and gestures expressively with his left hand throughout the clip, with his hand positions changing across the frames as he speaks. Behind him is a bright yellow banner with text written in Tamil script, with partially visible ",
4f4b58e3e79881ecff1b165ae43ea119,129,144,0.0818,0.3528,0.3188,"The video shows a close-up view of what appears to be the interior dashboard or door panel of a vehicle, likely an older model car. The surface is dark gray or black leather or vinyl material, visibly worn and scratched. Prominently featured is a small metallic latch or lock mechanism — a rectangular clip-style fastener — mounted on the panel. Below the latch is a ventilation grille with a grid pattern of rectangular openings, and a slim rectangular slot or button is visible just above it. The b",
d1e02143cf38b3e4a6883e8a7b520528,120,129,0.1689,0.3853,0.3622,"The video shows the rear end of a white Chevrolet Corvette parked on a grassy or dirt surface outdoors. The car's hatch or rear cargo lid is visibly open throughout, revealing an orange/tan interior lining underneath. The rear of the vehicle prominently displays the ""CORVETTE"" badge in chrome lettering, along with a red ""CORVETTE"" emblem above it. The Florida license plate reads ""192 WTR"" with ""SUNSHINE STATE"" printed below and decorative orange/fruit graphics on the plate. The rear taillights g",
a9132ded41512938ed81393f6a5c0883,129,140,0.1111,0.3733,0.2545,"The video is set in a podcast or radio recording studio, recognizable by the acoustic foam panels lining the wall in the background. A single man is visible throughout the clip, seated in front of a condenser microphone mounted on a shock-mount boom arm. He is wearing a white t-shirt — in the later frames the text ""Stay Athletic"" becomes legible on the chest — and has over-ear headphones resting on his head. He has a beard and appears to be bald or closely shaved on top. Across the frames, he is",
8941c23542e82cef0325718c31c0b59e,129,128,0.1204,0.3999,0.2977,"The video shows a young child, appearing to be a toddler, navigating the entrance of a modest mud-brick dwelling. The walls are constructed of reddish-brown clay or adobe material, and a bright yellow fabric curtain with white circular dot patterns serves as a door covering, hanging from a wooden doorframe. The child is wearing a red and white horizontal striped shirt and dark pants. Across the sequence of moments, the child is seen crouching low and maneuvering through the doorway, stepping ove",
4d34c4c71b3ccf354c11cce0b2a89826,136,126,0.0739,0.4103,0.3485,"The video shows a man seated at a podcast recording desk, wearing a dark green ""BOSS TALK"" sweatshirt, a white trucker cap with a mesh back, and over-ear headphones resting around his neck. He is speaking into a large condenser microphone mounted on a stand, with a tablet or small screen visible beside it and a branded tumbler cup on the desk. Behind him, a banner reads ""UNIQUE HUSTLE"" with yellow and black stars, and a blue sign reads ""Where BOSSES Talk!"" A logo watermark reading ""BOSS TALK 101",
6b89f41bacdad5cdd5683aa6f0b13694,132,147,0.1084,0.3385,0.2768,"The video shows a close-up inspection of the interior engine bay and door jamb area of what appears to be a military-style or heavy-duty vehicle, likely a Humvee or similar utility truck. The vehicle's unpainted dark metal surfaces show signs of wear and weathering. In the first two frames, the camera focuses on the firewall and door hinge area, revealing a rectangular white under-hood light or label mounted on the interior panel, along with visible bolts and metal brackets. The final two frames",
a76388f94fcf7b1a82230da5fdf2101c,133,140,0.2394,0.4696,0.4158,"The video shows a middle-aged man with grey-streaked hair, glasses, a short beard, and a black jacket with white trim, speaking directly to someone off-camera in what appears to be a workshop or storage space, with wooden panels, tools, and a ladder visible in the background. Across the frames, the man gestures expressively with his right hand — first holding a finger near his nose, then raising his index finger upward as if making a point, and finally lowering his hand while continuing to speak",
338a4b591ae29980054e0e2a6001201c,121,135,0.1040,0.4111,0.2879,"The video shows a man seated at a studio interview desk at the ""Big Data SV 2015"" event, hosted by ""theCUBE."" The backdrop is a white step-and-repeat banner featuring the ""#BigDataSV"" hashtag, ""BigDataSV 2015,"" and ""theCUBE"" logos in blue. The man is wearing a dark blazer over a light green collared shirt. A lower-third banner identifies him as ""JOHN FURRIER | @furrier,"" with the titles ""Founder"" and ""SiliconANGLE"" beneath his name. A laptop and a water bottle are visible on the desk in front of",
2e800d7194a9adfc1b13997a9295c52b,137,127,0.1389,0.4563,0.3004,"The video shows a man seated at a podcast recording setup, speaking into a large condenser microphone on a stand. He is wearing a dark green t-shirt that reads ""YON NEVER DO SHIT AT WORK"" and a matching dark green baseball cap, along with black over-ear headphones. The setting appears to be inside a clothing store or boutique, with racks of garments, white mannequins, and a wall densely covered in framed photographs visible in the background. A logo in the bottom-left corner reads ""TNT PODCAST,""",
bc5c5798d93d0c76c0ccb5dda1a33990,133,137,0.1356,0.4803,0.3723,"The video shows a virtual video conference call with four participants displayed in a gallery view layout. The participants are identified by on-screen name labels as ""Jerry Michalski,"" ""Howard Silverman,"" ""Gene Bellinger,"" and ""Nada T."" Jerry, an older man wearing glasses and a plaid shirt, is seated in a blue chair. Howard, also older with a beard, wears a gray t-shirt and is seated against a backdrop of trees and bright outdoor light. Gene wears a blue shirt, a dark cap, and over-ear headphon",
3062116cb4f43bb7699ed6115a1c7c04,136,137,0.2187,0.5159,0.4483,"The video shows a split-screen television broadcast from ""Plus TV Africa,"" featuring a news program called ""PLUS POLITICS."" On the left side of each frame, a male news anchor sits at a desk wearing a dark navy suit with a red tie and pocket square, and glasses. On the right side, a second man wearing a traditional red cap and a purple patterned African print shirt appears to be joining remotely via video call. The remote guest's expressions and mouth movements change across the frames, suggestin",
b2237a6cd490ed9eeed00c4c0a5b5649,119,131,0.0840,0.3402,0.3502,"The video shows a woman speaking directly to the camera against a plain dark background. She has shoulder-length dark hair and wears black-framed rectangular glasses, a light mint-green long-sleeved kurta with embroidered detailing along the neckline and collar, and a black beaded necklace. A small clip-on microphone is attached near the neckline of her garment. Across all four moments, her facial expression and mouth position shift subtly, indicating she is speaking continuously. Her posture re",
aacd177774e8c0068b88804652834fef,137,132,0.1663,0.4242,0.3028,"The video shows an educational lecture slide from a course on ""CRYOGENIC ENGINEERING"" presented by Prof. M D Atrey, Department of Mechanical Engineering, IIT Bombay, focused on ""Tutorial – 2"" covering the topic of liquid yield. No people are visible; the content consists entirely of slides. The slide displays the liquid yield formula y = (h₁ − h₂)/(h₁ − hf) alongside a thermodynamic T-s diagram and a data table listing properties at states 1, 2, and f: pressures (1.013, 202.6, 1.013 bar), temper",
834574126c393f332883b945789ed135,144,142,0.0652,0.3810,0.2603,"The video is set in what appears to be a community meeting room or small lecture hall, with red walls, venetian blinds on the windows, a speaker cabinet on the left, and audio equipment visible in the background. A person with gray hair, wearing a blue plaid shirt, stands at a wooden podium at the front of the room, apparently presenting or speaking to an audience. Several audience members are visible from behind, including individuals with dark and light gray hair, one wearing a blue vest. The ",
1579477cdd54b5abc93c7ef31a675183,147,131,0.1340,0.3855,0.3559,"The video shows a single man seated at a podcast recording desk, speaking and gesturing throughout the clip. He is wearing a dark hoodie with ""BOSS"" printed on the chest in gold lettering, a white trucker-style cap, over-ear headphones, and a gold watch. A professional condenser microphone on a stand is positioned in front of him. Behind him is a banner reading ""UNIQUE HUSTLE"" with gold and black stars, and a blue sign reading *""Where BOSSES Talk!""* is visible on the wall. A branded tumbler cup ",
e2f4130bc916a8cbaec51892275627b9,132,141,0.1193,0.4187,0.2744,"The video is recorded at the ""BOSS TALK 101 PODCAST"" studio, as indicated by the logo watermark visible in each corner of the frames. A single man is seated at a podcasting setup, speaking into a large condenser microphone on a stand. He is wearing a black baseball cap with a logo, over-ear headphones in gray and blue, a black t-shirt reading ""CHECK IT"" and what appears to be ""MAN,"" a gold chain necklace, and a gold bracelet. Behind him is a banner featuring stars in black and gold and the repea",
3e36dd3b94e447ca2ec1cd87fde6c8b9,132,151,0.1052,0.3387,0.2671,"The video shows a busy urban street scene filmed from a moving vehicle driving along a city boulevard lined with tall, bare-branched trees and a multi-story sandy-colored brick apartment or mixed-use building with green-accented windows and garage doors. Multiple cars travel in both directions along the wide road, including a dark SUV, a gray sedan, a green sedan, and a white car visible in the foreground lanes, with additional vehicles stretching into the distance. A motorcycle is visible near ",
bb605e9e9e516e60519e7fdfa750f317,127,143,0.0240,0.3337,0.2581,"The video shows a person seated at a podcast recording setup, wearing a white dress shirt with gold suspenders and a red patterned bow tie, along with large black over-ear headphones and clear-framed glasses. Their hair is styled in a tall, dramatic silver-gray updo. They are speaking into a large black condenser microphone mounted on a stand. The setting appears to be an indoor studio or retail space, with a sign reading ""UNIQUE FASHIONS"" visible in the background, along with a black poster fea",
27eccdbe2c6fd6519842c2e9cb022c58,133,143,0.0522,0.2948,0.2714,"The video shows a dark, digital motion graphics sequence set against a deep purple-black background filled with scattered glowing particles, small squares, and faint grid lines suggesting a futuristic or cyber-themed environment. In the opening moments, a brilliant white-red starburst explosion radiates outward from the center, sending bright crimson beams diagonally across the frame with intense lens flare. The burst then begins to contract, transitioning into a more concentrated cluster of whi",
90f0b2d5f57352c9d919a72e85171381,120,135,0.0880,0.3171,0.3000,"The video takes place inside an indoor basketball gymnasium featuring a polished hardwood court with yellow and green markings, blue-painted bleachers along the wall, and basketball hoops at both ends. In the first two frames, a person wearing a pink tank top and dark shorts is seen dribbling and driving toward the basket, with the basketball visible mid-air in the second frame after what appears to be a shot or pass. In the final two frames, a different man — also wearing a pink tank top with s",
b35ae07da479c133785b4c541a5538c8,136,138,0.1250,0.3608,0.2518,"The video shows a man performing a wushu (Chinese martial arts) routine in what appears to be a large hotel ballroom or convention center. The performer wears a blue martial arts uniform and wields a long staff or spear with a red tassel attached to one end. The setting features ornate chandeliers, warm golden lighting, tan-colored pillars, and a blue carpeted performance floor. A large seated audience lines the perimeter of the room, dressed in formal and semi-formal attire, watching from chair",
5fe09870c55309d613037ce318bff133,123,138,0.1406,0.4094,0.2879,"The video shows a screen recording of a web browser displaying what appears to be a presentation or interactive media platform with a predominantly black background. In the upper-right corner of each frame, a small video thumbnail is visible showing a person wearing headphones and a dark shirt, labeled ""Gene Bellinger."" The browser has multiple tabs open, including ones labeled ""Future of Society,"" ""Insights - Introduction,"" ""Rural Community Food Syst,"" and others. In green text near the upper-l",
239d8dfa9041f50aff9b6d2a964047e5,135,130,0.1075,0.3867,0.2628,"The video takes place in what appears to be a podcast studio decorated with numerous framed photographs covering the wall behind the host. A man wearing a striking tall gray-and-white novelty wig, wire-rimmed glasses, a white dress shirt with tan suspenders, and a red patterned bow tie sits in front of a large condenser microphone while wearing over-ear headphones. Across the frames, he shifts his gaze and gestures with his right hand as he speaks, suggesting an animated conversation. The on-scr",
1695b12bc71dd4d01e62c34f0be8f756,131,134,0.0330,0.3492,0.2132,"The video takes place in a professional podcast or recording studio, identifiable by the dark acoustic foam panels covering the wall in the background. A single man is seated at a microphone setup, speaking or performing into a large condenser microphone mounted on a shock mount and boom arm — the microphone appears to be a **Recordinghoo Model 202A** (partially legible text on the arm). He is wearing a grey short-sleeve t-shirt, over-ear black headphones, and a grey snapback cap featuring a log",
720b0cc7bfebd09ab2f2f99241634486,121,143,0.0654,0.3133,0.2804,"The video shows a man performing at an indoor venue, standing at a microphone on a stand angled toward him. He is wearing a white long-sleeve shirt, a black embroidered vest, and a red and black beaded necklace, and he has dark hair pulled back and wears glasses. He is holding an acoustic guitar with a yellow-toned body. Behind him are horizontal wooden blinds covering windows, with green-painted structural columns visible. Several audience members are seated in the foreground with their backs t",
8ee8c5969c25f36516ed21e0f843af7a,119,139,0.1466,0.3746,0.3154,"The video shows a close-up portrait of a woman named Consolata, filmed against a softly blurred warm, earthy-toned background that appears to be a brick or stone wall. She is wearing a dark navy blue jacket and small gold stud earrings. Her face fills nearly the entire frame, and across the four moments captured, her expression shifts subtly — she appears to smile gently, then closes her eyes briefly in what looks like a reflective or emotional moment, before opening them again with a composed e",
285fa01bc0d45324d12f1a7c179b8f46,111,137,0.1396,0.3212,0.3113,"The video shows a man named ""Ashish Raichur,"" as indicated by the on-screen text label visible in all four frames, participating in what appears to be a video call or online session. He is seated against a plain light gray background, wearing a light blue button-up shirt and large over-ear headphones with an attached microphone. In the first frame, he holds his right hand over his face in a gesture suggesting frustration or thought. In the second frame, he raises both hands open with palms facin",
7506085d9dc56c2e992f88b677e69b49,122,138,0.0760,0.3267,0.2985,"The video captures a surfer riding an enormous, powerful ocean wave, likely at a big-wave surf location such as Jaws (Pe'ahi) in Hawaii or a similar world-class break. The wave is a massive, dark teal-green barrel, with thick white water cascading heavily from its lip, creating a dramatic curtain of spray. The surfer, visible as a small dark silhouette near the base of the wave, is crouched low on a surfboard, navigating across the face of the towering wall of water. Across the four frames, the ",
32e00fde9cfece3a2af7e1fe46cfbc44,131,141,0.0771,0.3087,0.2553,"The video shows a close-up of a person's hands handling what appears to be a trading card or sealed card pack against a dark surface decorated with red and black branding. In the smaller picture-in-picture inset visible in each frame, a man wearing a black shirt sits at a table surrounded by what appears to be stacks of trading card products in a shop or storage environment. The main camera is positioned extremely close to the hands, making them fill most of the frame, while the hands appear to ",
bc7e10e3271aac059b333ee1eef1aebd,142,143,0.0882,0.3252,0.2718,"The video shows a martial arts performance taking place in a large, elegantly decorated banquet hall with ornate chandeliers, warm wall lighting, and tan/beige columns. A seated audience fills the background at tables with red tablecloths. The performer wears a blue martial arts uniform and demonstrates a weapon form — appearing to wield a long staff or spear — across the sequence of moments. In the earlier portion of the clip, the performer is captured in a dynamic lunging stance with the weapo",
894fdb5e2b6f14fc32268984d35c22fd,117,134,0.0824,0.3386,0.2471,"The video shows the interior of what appears to be the Indian Parliament's new Lok Sabha chamber, featuring tiered wooden benches arranged in a semicircular layout with a teal-green carpet. The chamber is filled with numerous members of parliament seated in rows, many dressed in traditional Indian attire including white kurtas, saffron-colored garments, and orange turbans or headgear. In the foreground, a person wearing a pink outfit stands at a podium or lectern, appearing to address the assemb",
e04cd82a000236084e9bf42764f21213,130,146,0.1843,0.4246,0.2857,"The video takes place in a podcast studio decorated with a white banner reading ""BOSS TALK 101"" in large red and black letters, alongside a blue sign that reads ""Where BOSSES Talk!"" and a repeated yellow star pattern with the text ""UNIQUE HUSTLE"" on the backdrop. A man wearing a white baseball cap, black over-ear headphones, a dark hoodie with ""BOSS TALK"" printed on it in gold lettering, a gold chain necklace, and a gold watch sits behind a desk-mounted microphone. He holds a small card or paper",
b4bf8b19dafd0269fc141683c7f967b7,141,134,0.1331,0.4399,0.3403,"The video shows a male news anchor presenting a political segment on a television broadcast set. He is wearing a dark navy suit jacket, a burgundy/maroon tie, and a matching pocket square, along with black-framed glasses. He is seated or standing in front of a stylized studio backdrop featuring a teal and blue world map design with red accents. A circular graphic logo reading ""PLUS POLITICS"" in bold white text is prominently displayed behind him. The lower third of the screen shows a chyron read",
50caa0f5598bbac9bd1b0a4b2dad07c2,121,131,0.0200,0.2928,0.2335,"The video shows a man seated at a podcast recording setup, speaking into a large condenser microphone. He is wearing a white dress shirt, tan suspenders, a red patterned bow tie, and over-ear headphones. Most strikingly, he is wearing an elaborate tall gray wig that rises dramatically upward. Behind him, the wall is densely covered with framed photographs. Across all four frames, the man appears to be talking, with subtle changes in his facial expression and head position as the clip progresses.",
b74ce153d6d10ba278c238b60a6ad963,140,132,0.1239,0.4371,0.2734,"The video shows a person unboxing a **2020 Topps ""Clearly Authentic""** baseball card product at a table branded with the text **""JASPYS CASEBREAKS""** in large orange and white lettering. The person, visible in a small picture-in-picture thumbnail in the corner of each frame, is wearing a white cap and a dark t-shirt. Their hands are seen holding and manipulating a dark blue box labeled **""CLEARLY AUTHENTIC""** and **""2020,""** with clear acetate card packaging visible on top. Across the frames, th",
b0a112908f464aa96fd88f2eef4b8f44,136,151,0.1069,0.3908,0.3072,"The video is recorded in a podcast studio setting, featuring a woman wearing a black t-shirt with a graphic logo, over-ear headphones, and a black headband holding her hair up in a loose bun with lighter-colored highlights. She is seated in front of a large microphone and appears to be speaking or listening, with her right hand raised near her chin in a thoughtful pose. She smiles gently throughout the clip. Behind her, a mounted television displays the text ""Johnson"" in red letters on a light b",
687cac31b3cfc93a85073bfdd7daf176,132,142,0.1524,0.3794,0.3345,"The video shows a person wearing blue bootcut jeans and light-colored shoes standing behind a large blue road case or equipment flight case with silver aluminum edging, latches, and handles. The case sits on small caster wheels on a light-colored tiled floor, and the background features an exposed brick wall. The person appears to be pushing or maneuvering the case, with their body shifting position across the frames — moving from slightly to the left of the case toward the right side as the seq",
8476509d2dd08e045af0c5eaea7546d0,134,134,0.0732,0.3230,0.2622,"The video alternates between two distinct scenes. In the upper portion, animated characters from *The Simpsons* are shown behind prison bars — Homer Simpson in a white shirt stands alongside two police officers wearing dark blue uniforms and caps with gold badges. In the first shot, one officer appears to be speaking or gesturing near his mouth, while Homer looks on; in the second shot, the characters' expressions shift slightly, with the officers appearing more stern. The lower portion of the v",
247db7efc74ac61b6a4621dccc6a7148,130,133,0.1023,0.3950,0.3071,"The video shows a man recording a podcast in a studio decorated with numerous framed photographs covering the wall behind him. He is wearing a white dress shirt with tan suspenders and a red patterned bow tie, along with glasses and over-ear headphones connected to a cable. Most strikingly, he is wearing a tall gray and white novelty wig that extends dramatically upward. A large black condenser microphone on a stand is positioned in front of him. Across all frames, he appears to be speaking and ",
5566f70e46cbd6731286d8642a457241,135,132,0.0937,0.3804,0.2444,"A man is seated at a podcast recording desk, speaking into a professional microphone. He is wearing a dark hoodie with ""BOSS TALK"" written on it in gold lettering, a white trucker-style baseball cap, over-ear headphones, and a gold chain necklace. Across the four moments captured, his head turns slightly and his expression shifts as he speaks, at one point resting his hand near his chin in a contemplative pose. The backdrop features a banner reading ""BOSS TALK 101"" in large red and black letters",
7a6d3ea2c2299c4f2ae4e67f7011d046,132,133,0.1561,0.4700,0.3212,"The video shows a single man seated at a podcast recording setup, speaking into a condenser microphone mounted on a stand. He is wearing a black baseball cap, black over-ear headphones, a black t-shirt reading ""CHECK IT!"" with a checkmark, and gold chain necklaces including what appears to be a Texas-shaped pendant. The setting is a studio decorated with a bold red sign reading ""BOSS TALK 101"" on the back wall, alongside a banner displaying stars and the repeated text ""GRINDOUT HUSTLE."" A circul",
5144ea0275ae792b425fecf612e0e0a3,146,155,0.2276,0.4495,0.4224,"The video shows a screen recording of a web browser displaying a page titled ""Rural Community Food System"" with an ""Introduction"" section visible on the left side of the screen. The introductory text reads ""What constitutes a sustainable localised food system for a rural community? Source as local as possible from locally owned and operated to benefit the community."" The page also contains ""Session Videos"" and ""References"" sections, with a list of hyperlinked dates visible. On the right side of ",
