video_id,duration,rating,reason,error
5fe09870c55309d613037ce318bff133,2.00,3,"Both frames show the same interface with 'Pleasant Breakfast' text centered on a black background, with identical layout, navigation arrows, and browser window, indicating continuous viewing of the same webpage/application.",
239d8dfa9041f50aff9b6d2a964047e5,1.96,3,"Both frames show the same person in the same podcast studio setting with identical background photos, microphone setup, and clothing, capturing continuous moments during a recording session.",
1695b12bc71dd4d01e62c34f0be8f756,1.30,3,"Both frames show the same person in the same recording studio setting with identical positioning, equipment, and background acoustic panels, depicting continuous action during a podcast or audio recording session.",
720b0cc7bfebd09ab2f2f99241634486,59.69,3,"Both frames show the same performer in traditional embroidered clothing speaking at a microphone in the same indoor venue with wooden paneling, representing continuous action from the same event.",
8ee8c5969c25f36516ed21e0f843af7a,3.60,3,"Both frames show the same person (Consolata) in the same location with identical framing, lighting, and context, depicting continuous speech without any scene change.",
285fa01bc0d45324d12f1a7c179b8f46,6.71,3,"Both frames show the same person (Ashish Raichur) wearing headphones and a white shirt in the same location with the same camera setup, depicting continuous action of him speaking/gesturing while wearing the headset.",
7506085d9dc56c2e992f88b677e69b49,1.47,3,"Both frames show the same surfer riding the same large wave in the same location, with the second frame showing a later moment in the continuous action as the surfer progresses down the wave face.",
32e00fde9cfece3a2af7e1fe46cfbc44,1.33,3,"Both frames show the same continuous action of a hand holding and examining a trading card or collectible item, with the same background displays and camera context from what appears to be a case break video session.",
bc7e10e3271aac059b333ee1eef1aebd,1.93,3,"Both frames show the same ballroom setting with identical audience seating, lighting, and chandelier, depicting continuous martial arts demonstration by the same performer in slightly different poses.",
894fdb5e2b6f14fc32268984d35c22fd,2.92,3,"Both frames show the same parliamentary chamber with identical seating arrangement, camera angle, and the same group of legislators in their seats, with only minor head/body position changes consistent with continuous footage.",
e04cd82a000236084e9bf42764f21213,1.71,3,"Both frames show the same person in the same podcast studio setting with identical background elements, equipment, and positioning, representing continuous action during the recording.",
b4bf8b19dafd0269fc141683c7f967b7,13.68,2,"Both frames are from the same TV broadcast segment about Bola Tinubu with the same chyron, but the first shows him on-location while the second shows a studio presenter, representing a natural transition within one news story rather than continuous action.",
50caa0f5598bbac9bd1b0a4b2dad07c2,2.63,3,"Both frames show the same person in the same podcast studio setting with identical positioning, clothing, headphones, and background photos, depicting continuous action during a single podcast recording.",
b74ce153d6d10ba278c238b60a6ad963,1.25,3,"Both frames show the same person holding and examining the same trading card box during a continuous unboxing/review segment at Jaspy's Casebreaks, with consistent lighting and setting throughout.",
b0a112908f464aa96fd88f2eef4b8f44,0.83,3,"Both frames show the same person in the same podcast studio setting with identical positioning, equipment, and background elements, depicting continuous action.",
687cac31b3cfc93a85073bfdd7daf176,1.04,3,"Both frames show the same person in the same location (brick wall setting) with the same blue and silver equipment/case, with the camera simply repositioning around the subject to show different angles of the same continuous activity.",
8476509d2dd08e045af0c5eaea7546d0,6.47,1,"The first frame shows Homer behind bars in what appears to be a jail cell with police officers, while the second frame shows a completely different scene with Homer as a preacher/leader addressing a crowd in what looks like a church or gathering hall.",
247db7efc74ac61b6a4621dccc6a7148,3.42,3,"Both frames show the same person in the same podcast studio setting wearing identical clothing and headphones, with only subtle head/body position changes consistent with continuous recording.",
5566f70e46cbd6731286d8642a457241,8.68,3,"Both frames show the same person in the same podcast studio setting with identical branding, equipment, and positioning, depicting continuous activity during a broadcast.",
7a6d3ea2c2299c4f2ae4e67f7011d046,1.46,3,"Both frames show the same person at the same podcast setting with identical positioning, clothing, headphones, and background signage, representing continuous video footage.",
5144ea0275ae792b425fecf612e0e0a3,2.32,3,"Both frames show the same interactive systems map visualization with identical layout, legend, and interface elements, with the second frame displaying a zoomed/filtered view of the same network diagram.",
e420eae8e65c35e599ddf3887bcae01f,4.82,3,"Both frames show the same unopened packs menu screen with identical layout, UI elements, and camera position, with only the selected pack item changing between frames.",
bbf408c2d1f8954013a0f94627934303,2.75,3,"Both frames show the same person at the same podcast setup with identical background, clothing, headphones, and microphone, representing continuous action during an interview.",
85ce3f8a52e67d97008cee3514091ec9,1.07,3,Both frames show the same continuous action of pouring wine into a white glass in an indoor setting with identical positioning and clothing.,
6d9ffef444f0adff1fb19dde2c5b0148,2.24,3,"Both frames show the same outdoor dirt road setting with identical subjects (woman in green shirt and child), vegetation on both sides, and other people in the background, depicting continuous interaction in one location.",
a165fc99717e8be37d06e2ee0dd01117,2.23,3,"Both frames show the same football stadium (Atlanta Falcons) during the same game at the same time period (1st quarter, around 0:18), with continuous pre-game or early game activity despite the camera angle shift.",
1c49a0b976cda7f9da5ef7ae6188b5ed,6.12,3,"Both frames show the same reporter with ANI microphone in the same outdoor location with identical background elements and lighting, representing continuous coverage of the same event.",
72cdaffd743f6e979c1f7262e712c28d,2.34,3,"Both frames show the same person in the same podcast studio setting with identical background branding, microphone setup, and desk arrangement, with only minor head/cap positioning changes consistent with natural movement during continuous recording.",
0f94b42beb1a3f090a8319d283a50e60,0.83,3,"Both frames show the same person in the same podcast studio setting with identical positioning, equipment, and background elements, indicating a continuous video segment.",
9c6230d457eb73d526fafcc337a00c99,2.79,3,"Both frames show the same person in the same podcast studio setting with identical background photos, microphone setup, and clothing, depicting continuous action during a recording session.",
c72790c70a8b893f4b5fdc3ab60510b3,21.86,3,"Both frames show the same garage/warehouse interior from Camera 04 with identical layout, lighting, and objects, with only 25 seconds elapsed and minimal movement, indicating continuous recording of the same scene.",
84c30afd4a7870cd0cae36fbaf103e71,10.68,3,"Both frames show the same man in traditional folk costume speaking at a microphone in the same indoor venue with horizontal blinds background, depicting continuous action in one scene.",
21ee864008cc234b6113bb647026717a,2.00,3,"Both frames show the same House Committee hearing on S.23 about increasing the minimum wage on April 12, 2019, with continuous camera movement around the same room and participants.",
696b2d5c3d7d817003a3b4039dac0930,1.36,3,"Both frames show the same continuous scene of Nitish Kumar (CM, Bihar) speaking to media at the same location with identical background, subjects, and context, just captured at slightly different moments during the same interaction.",
9c0773f57eb7da1a174193f179ef0040,1.00,3,"Both frames show the same woman in the same podcast studio setting at the Boss Talk 101 podcast, wearing the same green shirt and headphones, with only minor head/body position changes consistent with continuous natural movement during recording.",
6a2ec63f6a8a0cd131705f57d7f4b3bb,0.58,3,"Both frames show the same person in the same podcast studio setting with identical background elements, clothing, and microphone setup, depicting continuous action during a single interview segment.",
f4f1c5c2ddc33780954d5d1c73dcef79,1.67,3,"Both frames show the same continuous activity of examining a document during Day 3 of Sim Week, with the same subjects in the same location wearing identical patterned clothing, just captured from slightly different angles as the document is being reviewed.",
c4ba463616f99bce57922f19a96487a7,0.83,3,"Both frames show the same person in the same podcast studio setting with identical background, lighting, and positioning, representing continuous action during a podcast recording.",
e2a30ea5c6b50d54e868043293f7f092,5.34,3,"Both frames show the same person in the same podcast studio setting with identical background photos and setup, depicting continuous action during a podcast recording.",
4736e39a5922ec099517dc1246d03494,1.87,3,"Both frames show the same person in the same setting (wearing headphones and glasses) with identical text overlay and background, depicting continuous action during a pack opening video.",
8363b1dbaf1b71d69363459b36e8c588,0.60,3,"Both frames show the identical systems diagram with the same layout, connections, and viewing angle, indicating no camera movement or scene change occurred during the clip.",
456c505504c0093293b895fa1a4e96fd,2.22,3,"Both frames show the same Madden Ultimate Team game interface with the same player visible in the bottom left corner, depicting continuous navigation through different menu screens within the same gaming session.",
7b33eb1206c358c0b47f875060a9ade6,3.04,3,"Both frames show the same person in the same podcast studio setting with identical positioning, equipment, and background elements, depicting continuous activity during a recording session.",
824f26546738dd01fb8fec3180fdf46d,3.38,3,"Both frames show the same person in the same green cap and shirt at the same microphone in the same studio/room setting with identical background details, representing continuous action within a single podcast recording session.",
d49f86bbccf884bedb83d5493c0de0e2,12.15,3,"Both frames show the same podcast/streaming setup with the same host at the microphone in the same studio location with identical background and camera angle, indicating continuous recording without scene cuts.",
c669378ae3cb1d981e6668550c39fa5b,3.30,3,"Both frames show the same dashboard/instrument cluster from the same vehicle with identical positioning, lighting, and gauge displays, representing continuous viewing of the same scene.",
b38112731767a9319648031617bc753a,5.97,3,"Both frames show the same continuous science demonstration scene with the same instructor, wooden surface, metal bowl/dish, and experimental materials - the second frame simply captures a later moment in the same activity.",
6d78d9e786b091f878075bd462531a25,20.72,3,"Both frames show the same tutorial slide on cryogenic engineering with identical headers, tables, and formula, with the second frame displaying the calculated solution to the problem presented in the first frame.",
44a7773a320bf3be7ccbd6c6efc00cd8,0.71,3,"Both frames show the same person in the same podcast studio setting with identical background elements, clothing, and microphone setup, depicting continuous conversation with natural hand gestures between frames.",
f9ecf8030fae73e934638d8fffaefc1f,3.88,3,"Both frames show the same person in the same podcast studio setting wearing identical clothing, with identical background elements (photos on wall, clothing displays, microphone setup), indicating continuous action during a single recording session.",
f23c64e83137fa79d3f03f9a4a51a3ec,5.33,1,"The frames show completely different contexts: the first shows a Madden NFL game store interface, while the second shows a person wearing headphones in a real-world streaming setup, indicating different scenes with no continuity.",
2d8b0e6f0d94a2960e581461719b9db2,509.92,3,"Both frames show the same video conference call with identical participants in the same grid layout, with only minor changes in individual expressions and head positions consistent with continuous natural movement during the meeting.",
173485aa4d9fc6bfc52499252fe0fb18,7.42,3,"Both frames show the same person in the same podcast studio setting with identical positioning, clothing, headphones, and background photos, depicting continuous activity during a single recording session.",
36f944f7cc3d260e9db9aae1bbd879fb,0.88,3,"Both frames show the same continuous news broadcast segment with the same subject in a car being interviewed by ANI, with only the headline text changing between frames.",
4bf4d3694d4fa31ce9da15cf4ce241e9,1.47,3,"Both frames show the same location and continuous action of cleaning/scraping a dirty mechanical component with a tool, maintaining consistent camera angle and positioning.",
4f716d5a7f1c0326695a17eb59e2197e,0.92,3,"Both frames show the same person in the same podcast studio setting with identical background photos, microphone, and studio setup, depicting continuous action during an interview.",
d1ab019b78c6e108cca9f510bb6f7e1b,49.17,1,"The first frame shows a modern kitchen-living room interior, while the second frame shows a staircase with decorative metal railings in a completely different location, indicating two distinct scenes with no continuity.",
